"gene","M_C1_IL1B_Mono","M_C10_MKI67_Macro","M_C11_MT1G_Macro","M_C12_HSPA1A_Macro","M_C13_MMP9_Macro","M_C14_CD1C_cDC","M_C15_LAMP3_cDC","M_C16_LILRA4_pDC","M_C17_S100A8_Neutro","M_C18_ISG15_Neutro","M_C19_AZU1_Neutro","M_C2_S100A8_Mono","M_C20_CXCL8_Neutro","M_C3_FCGR3A_Mono","M_C4_VCAN_Mono","M_C5_CCL3_C1QA_Macro","M_C6_SPP1_Macro","M_C7_TREM2_Macro","M_C8_BMP2K_Macro","M_C9_ISG15_Macro"
"CCSER1",0.0845,0.085,0.0146,0.0432,0.3012,0.3348,0.3649,0.1492,0.0096,0.0092,0.2506,0.4368,0.0066,0.0979,0.103,0.1137,0.0511,0.0621,0.6421,0.0899
"GRID2",0.0045,0.0016,0.0043,9e-04,8e-04,0.0014,5e-04,0.0045,0.0021,2e-04,0.0107,0.0077,0,0.0052,0.0057,9e-04,0.0012,3e-04,0.0081,5e-04
"SMARCAD1",0.091,0.1025,0.0365,0.0523,0.1217,0.0809,0.0598,0.1895,0.012,0.0201,0.1393,0.0256,0.0188,0.1191,0.1096,0.0848,0.0772,0.0552,0.1804,0.0794
"HPGDS",0.0131,0.2255,0.085,0.0979,0.1587,0.2071,0.036,0.0148,0.01,0.0069,0.0371,0.0018,0.0282,0.007,0.0335,0.2032,0.1324,0.192,0.2074,0.0722
"PDLIM5",0.4213,0.2758,0.212,0.2192,0.5302,0.309,0.309,0.1481,0.1178,0.15,0.3085,0.3618,0.1515,0.6945,0.4183,0.2512,0.2923,0.1483,0.5916,0.2955
"BMPR1B-DT",1e-04,9e-04,9e-04,0,0,3e-04,0,0,2e-04,0,0,0,0,3e-04,0,2e-04,3e-04,1e-04,8e-04,3e-04
"BMPR1B",0.0107,0.0089,9e-04,0.0051,0.0046,0.0054,0.0036,0.0054,0.0023,0.0027,0.0046,0.0034,0,0.0158,0.024,0.0044,0.0046,0.0074,0.026,0.0061
"UNC5C",0.0054,0.0018,0.0037,0.0013,0.0058,0.0022,0.0017,0.0028,0.0024,0.0047,0.008,0.0058,0,0.0139,0.0106,0.0068,0.0021,0.0017,0.019,0.013
"STPG2",0.008,0.0059,0.001,0.0032,0.0177,0.0085,0.0027,0.0235,0.0014,0.0029,0.0233,0.0131,0,0.0129,0.0197,0.0125,0.0052,0.0075,0.0921,0.0064
"STPG2-AS1",5e-04,1e-04,0,0,7e-04,2e-04,2e-04,0.001,0,0,0,0.0011,0,6e-04,0.0018,3e-04,1e-04,3e-04,0.004,1e-04
"RAP1GDS1",0.3,0.2345,0.1245,0.1504,0.2465,0.2751,0.2088,0.7512,0.0353,0.0564,0.3464,0.1021,0.0295,0.4061,0.3356,0.1883,0.1755,0.1366,0.5975,0.2072
"TSPAN5",0.0153,0.0226,0.0111,0.0107,0.0081,0.0095,0.0103,0.0243,0.0077,0.0055,0.0333,0.0042,0,0.0156,0.0232,0.0149,0.0084,0.0092,0.0301,0.0092
"EIF4E",0.5497,0.4957,0.4343,0.535,0.3503,0.4773,0.3951,0.2578,0.1439,0.1596,0.5261,0.1636,0.1687,0.4004,0.2899,0.6013,0.5336,0.2712,0.5151,0.413
"METAP1",0.095,0.108,0.0654,0.0711,0.0892,0.0943,0.0839,0.1014,0.0201,0.0238,0.1361,0.0387,0.0085,0.1164,0.0898,0.0824,0.0839,0.0538,0.1131,0.0755
"ADH5",0.1207,0.2583,0.2034,0.136,0.2655,0.1719,0.1733,0.2119,0.0326,0.037,0.2086,0.0505,0.0129,0.1132,0.1437,0.2062,0.2824,0.1896,0.1387,0.215
"ADH4",0.0014,0.0041,0.0014,7e-04,0,0.0021,0.0039,0,3e-04,0,2e-04,3e-04,0,2e-04,4e-04,0.0074,0.0044,0.0022,0.0013,0.0027
"ADH1A",0.0014,0.0061,0.0034,0.0037,0,0.0026,0.0074,4e-04,8e-04,0,0,0,0,0,0,0.0087,0.0063,0.0023,0,0.0038
"ADH1B",0.0041,0.0238,0.0397,0.0071,0.0171,0.0084,0.019,0.0083,0.0044,0.0025,0.0027,0.0025,0,0.0014,0,0.028,0.0169,0.0116,9e-04,0.0115
"ADH7",0,3e-04,0,0,0,1e-04,2e-04,0,2e-04,0,0,0,0,0,0,1e-04,2e-04,5e-04,0,0
"C4orf17",1e-04,0,0,0,0,0,0,4e-04,0,2e-04,2e-04,6e-04,0,0,0,0,0,0,3e-04,0
"TRMT10A",0.032,0.0441,0.0143,0.021,0.0412,0.0248,0.0257,0.0409,0.0098,0.0123,0.0369,0.0179,0.0036,0.0275,0.0321,0.0222,0.0263,0.0189,0.033,0.0243
"MTTP",0.002,5e-04,0.0019,0.002,0.0011,0.0015,0.0033,0.0037,4e-04,0,0.0015,8e-04,0,0.0019,0.0031,0.0031,0.0025,0.0019,0.0064,0.0031
"DAPP1",0.3244,0.2151,0.0869,0.167,0.0913,0.4372,0.8367,0.3135,0.1935,0.7074,0.2499,0.2202,0.1263,0.4084,0.405,0.1409,0.133,0.1205,0.282,0.3266
"LAMTOR3",0.1849,0.2244,0.2307,0.2066,0.2347,0.2517,0.2527,0.1507,0.2157,0.2483,0.23,0.2678,0.2849,0.2061,0.1453,0.2336,0.2983,0.1638,0.1382,0.2565
"DNAJB14",0.2728,0.2299,0.1414,0.1842,0.2179,0.2498,0.2441,0.3829,0.1011,0.114,0.3161,0.3629,0.0551,0.3409,0.3288,0.2375,0.2181,0.1616,0.4876,0.2568
"H2AFZ",0.7699,2.4472,1.223,0.9211,0.8133,1.171,1.4071,0.9018,0.6461,0.4876,1.3906,0.3244,0.0099,0.7825,0.7083,0.9561,1.0783,0.791,0.5644,0.9003
"DDIT4L",0.0011,8e-04,3e-04,0.0013,0,3e-04,3e-04,5e-04,5e-04,3e-04,0.0013,4e-04,0,0,0.0012,8e-04,0.0018,8e-04,5e-04,0.0012
"EMCN",0.005,0.0074,0.0074,0.0033,0.0101,0.0038,0.0089,0.0045,0.0063,0.0034,0.0031,0.0087,0.0035,0.0041,0.0024,0.0075,0.0064,0.0043,0.0039,0.0028
"PPP3CA",0.8675,0.4366,0.2255,0.2836,0.5616,0.413,0.3027,0.5559,0.5303,0.3076,0.8651,1.8575,0.3597,0.8411,1.0178,0.3739,0.3187,0.2309,0.9822,0.2659
"BANK1",0.0702,0.0504,0.0596,0.0305,0.0172,0.1078,0.0681,0.2095,0.0076,0.0115,0.1244,0.0212,0.0041,0.0207,0.0699,0.0233,0.0128,0.021,0.0536,0.0348
"SLC39A8",0.2381,0.222,0.183,0.0852,0.4077,0.1169,0.1096,0.0388,0.0285,0.0267,0.2582,0.1004,0.0308,0.0586,0.087,0.137,0.1846,0.0525,0.2429,0.2411
"NFKB1",1.2833,0.6379,0.4231,0.6536,0.3749,0.847,0.9816,0.7447,0.5137,0.6633,0.9699,1.0518,1.031,1.0683,0.695,0.8854,0.5762,0.2918,1.2688,0.7153
"MANBA",0.8279,0.3878,0.2741,0.3078,0.3653,0.4419,0.3358,0.2832,0.1803,0.1819,0.8143,0.7154,0.208,0.8485,0.766,0.5175,0.4388,0.2672,1.1179,0.4298
"UBE2D3",1.5015,1.1925,1.099,1.1924,1.0996,1.2902,1.1975,1.1599,1.1316,1.5077,1.2558,0.9885,1.0753,1.4681,1.2417,1.3492,1.2385,0.886,1.5727,1.3708
"UBE2D3-AS1",0.0454,0.0257,0.0052,0.0174,0.0157,0.0189,0.0122,0.019,0.0065,0.0051,0.0289,0.0055,0.0229,0.049,0.065,0.0254,0.017,0.0167,0.1971,0.0266
"CISD2",0.2333,0.4489,0.3451,0.2909,0.3763,0.3636,0.3116,0.3076,0.0732,0.1141,0.218,0.0451,0.0969,0.2039,0.198,0.4614,0.5279,0.3127,0.4238,0.5769
"SLC9B1",0.0126,0.0075,0.0018,0.0099,0.0444,0.0115,0.011,0.0439,0.0018,0.0032,0.0153,0.0025,0.0023,0.0132,0.0204,0.012,0.0088,0.0075,0.0474,0.0132
"SLC9B2",0.0298,0.0297,0.0072,0.0281,1.0484,0.0312,0.0351,0.0379,0.0046,0.0068,0.0515,0.0047,0.0071,0.0151,0.0317,0.0143,0.0161,0.0064,0.0217,0.0112
"BDH2",0.0328,0.0734,0.0522,0.0451,0.0436,0.0531,0.0404,0.06,0.0114,0.0149,0.0679,0.0176,0.0089,0.0208,0.0353,0.0739,0.0794,0.0586,0.0507,0.0601
"CENPE",0.0201,0.317,0.0277,0.0199,0.021,0.02,0.0175,0.0476,0.0053,0.0048,0.0693,0.0272,0.0047,0.0526,0.0177,0.0379,0.0256,0.015,0.048,0.0218
"TACR3",2e-04,1e-04,0,0,0,4e-04,3e-04,0,2e-04,2e-04,6e-04,3e-04,0,5e-04,7e-04,1e-04,3e-04,1e-04,7e-04,0
"CXXC4",7e-04,3e-04,0.0024,0,0,7e-04,6e-04,8e-04,5e-04,0.0018,3e-04,6e-04,0,7e-04,6e-04,6e-04,6e-04,0.001,0.0013,1e-04
"CXXC4-AS1",4e-04,0,0,0,5e-04,7e-04,2e-04,7e-04,1e-04,0,0.0021,0.0011,0.0034,6e-04,0.0016,2e-04,1e-04,4e-04,0.001,1e-04
"TET2",1.2783,0.4386,0.219,0.3594,0.371,0.6369,0.4508,0.5874,0.5907,0.6518,0.9758,1.0817,0.7104,1.1467,1.1309,0.4565,0.3532,0.2146,1.0921,0.3897
"TET2-AS1",0.0035,9e-04,6e-04,6e-04,9e-04,0.0034,0.0033,0.0034,2e-04,0,0.0012,7e-04,0,0.0059,0.0034,0.0025,0.001,9e-04,0.01,0.001
"PPA2",0.2762,0.3017,0.181,0.1582,0.2619,0.314,0.2258,0.3004,0.0615,0.0634,0.3805,0.2205,0.0596,0.321,0.3185,0.2056,0.2253,0.1796,0.4204,0.2309
"ARHGEF38",0.0035,0.002,0.0012,0.0016,0.0045,0.0025,6e-04,0.0079,8e-04,7e-04,0.0026,0.0017,0,0.0063,0.0075,0.0019,9e-04,0.0025,0.0103,5e-04
"INTS12",0.0623,0.0694,0.0395,0.0529,0.0423,0.0538,0.059,0.1218,0.0233,0.0287,0.0637,0.042,0.0211,0.0969,0.0719,0.0558,0.0567,0.0489,0.1095,0.0766
"GSTCD",0.0362,0.0837,0.023,0.0152,0.0409,0.0348,0.0256,0.0897,0.0048,0.0107,0.1003,0.0369,0.0076,0.0612,0.0513,0.0389,0.0292,0.0247,0.128,0.027
"NPNT",0.0038,0.0045,0.0099,0.0086,0.0097,0.003,0.0016,0.0023,0.0067,0.005,0.0018,0.0035,0,0.0051,0.0045,0.0044,0.0034,0.0054,0.0039,0.0024
"TBCK",0.1974,0.1024,0.0226,0.0531,0.1424,0.0963,0.0701,0.2093,0.0164,0.0323,0.2245,0.1081,0.0083,0.2688,0.2603,0.1013,0.0698,0.0694,0.4939,0.0931
"AIMP1",0.3029,0.3657,0.265,0.2671,0.3311,0.3399,0.2573,0.3526,0.0612,0.0862,0.3394,0.0776,0.0469,0.3542,0.2922,0.2799,0.3278,0.2435,0.3074,0.3384
"DKK2",0.0043,0.0104,0.0043,0.0071,0.0198,0.0028,0.0046,0.0017,0.0024,0.0015,0.0042,0.0013,0,0.0033,0.0024,0.0111,0.0072,0.0056,0.01,0.0237
"PAPSS1",0.2708,0.2459,0.2359,0.1798,0.4678,0.2024,0.1929,0.0989,0.0661,0.074,0.3527,0.1126,0.0661,0.2957,0.2618,0.2284,0.3394,0.1569,0.3257,0.2604
"SGMS2",0.4336,0.1718,0.1572,0.087,0.0543,0.1137,0.0695,0.0134,0.0714,0.0458,0.4358,0.1892,0.0496,0.2291,0.3585,0.0557,0.195,0.0405,0.1153,0.0634
"CYP2U1",0.0123,0.0271,0.0207,0.0203,0.004,0.0391,0.0287,0.1035,0.0023,0.008,0.0258,0.0025,0,0.0395,0.0109,0.0492,0.0342,0.0201,0.0444,0.0434
"HADH",0.0493,0.2505,0.0854,0.0793,0.0825,0.1219,0.0779,0.217,0.0126,0.017,0.1112,0.0224,0,0.0448,0.0583,0.1421,0.1431,0.1064,0.1184,0.0894
"LEF1",0.0077,0.0082,0.004,0.0065,0.0146,0.0058,0.0113,0.0121,0.0062,0.0048,0.0052,0.0053,0.0038,0.0067,0.0085,0.0046,0.0039,0.0064,0.0097,0.0045
"LEF1-AS1",8e-04,2e-04,0,0.0011,0,6e-04,0,6e-04,5e-04,5e-04,6e-04,0,0,0.0012,0.0019,3e-04,3e-04,9e-04,6e-04,1e-04
"OSTC",0.4183,0.7229,0.5608,0.4526,0.6912,0.8857,0.6691,0.994,0.1142,0.121,0.5471,0.0712,0.0806,0.3185,0.406,0.5242,0.6531,0.5083,0.3012,0.6187
"COL25A1",0.0041,6e-04,0,8e-04,0.0048,0.0022,0.0018,0.003,0.0038,9e-04,0.0039,0.0184,0,0.003,0.0084,0.0029,0.0011,0.0012,0.0148,0.0014
"SEC24B-AS1",0.0101,0.0061,0.007,0.0057,0.0113,0.0092,0.0063,0.0152,0.0035,0.0054,0.012,0.0021,0,0.0134,0.0121,0.0091,0.0065,0.0067,0.0352,0.0066
"SEC24B",0.3343,0.1726,0.0608,0.0978,0.1768,0.156,0.1304,0.2551,0.1667,0.0944,0.3446,0.5054,0.2809,0.4046,0.3563,0.1367,0.1212,0.0873,0.4158,0.1223
"MCUB",0.4685,0.3583,0.1892,0.2341,0.2195,0.269,0.1316,0.3004,0.037,0.0752,0.4323,0.0408,0.0885,0.4672,0.4293,0.1978,0.2685,0.1757,0.3844,0.2749
"CASP6",0.0288,0.0842,0.0401,0.0303,0.0896,0.0575,0.0595,0.0528,0.0058,0.008,0.048,0.0109,0,0.0382,0.0366,0.0589,0.0599,0.0473,0.0621,0.0515
"PLA2G12A",0.0302,0.0675,0.0389,0.0412,0.1689,0.0644,0.0494,0.0546,0.0098,0.0157,0.0388,0.0071,0.0024,0.0339,0.0379,0.0736,0.0736,0.0479,0.0667,0.0542
"CFI",0.0029,0.0115,0.0062,0.005,0.1052,0.0125,0.019,0.0031,0.0037,0.001,6e-04,0.0017,0.0078,0.0017,0.0054,0.0121,0.0089,0.009,0.005,0.012
"GAR1",0.0717,0.1392,0.085,0.0781,0.098,0.1103,0.0866,0.0957,0.0225,0.0231,0.1268,0.0335,0.0273,0.084,0.0788,0.0863,0.0993,0.068,0.1017,0.0926
"RRH",0.0016,0.001,0,0.0012,7e-04,0.001,0.0011,0.0014,1e-04,0,0.0028,7e-04,0,7e-04,0.0015,7e-04,3e-04,1e-04,0.0059,0.001
"LRIT3",4e-04,0,3e-04,2e-04,7e-04,4e-04,0,0,0,2e-04,5e-04,0,0,5e-04,0,2e-04,3e-04,0,0.0014,0
"ELOVL6",0.0095,0.0159,0.0035,0.0032,0.0147,0.0039,0.0048,0.0062,0.0023,0.0039,0.0299,0.0048,0,0.0054,0.0118,0.0049,0.0044,0.0023,0.0156,0.0045
"ENPEP",0.0043,0.0058,0.0029,0.0058,0.0021,0.0023,0.0032,0.0029,0.004,0.0058,0.0048,0.0033,0,0.0045,0.0065,0.0051,0.0035,0.0035,0.0087,0.0032
"PITX2",3e-04,2e-04,0.0018,5e-04,0.0021,2e-04,0.0012,3e-04,4e-04,0,0,2e-04,0,2e-04,0,4e-04,2e-04,2e-04,0.0011,2e-04
"FAM241A",0.1544,0.1022,0.1215,0.0942,0.0661,0.1152,0.0789,0.1719,0.0247,0.0399,0.2124,0.0847,0.0326,0.1952,0.1308,0.0915,0.0791,0.0447,0.1877,0.1123
"AP1AR",0.106,0.1033,0.0918,0.0679,0.0838,0.0907,0.0645,0.0953,0.0175,0.0356,0.1213,0.0174,0.0276,0.1253,0.0937,0.105,0.1213,0.0646,0.1498,0.1257
"TIFA",0.0476,0.1111,0.0517,0.0884,0.0416,0.0884,0.1244,0.0698,0.0262,0.0778,0.0656,0.0429,0.0087,0.035,0.0404,0.0942,0.0638,0.0613,0.0856,0.1688
"ALPK1",0.2911,0.1682,0.074,0.1079,0.1147,0.1565,0.1271,0.1169,0.2272,0.2279,0.2496,0.7341,0.2355,0.3451,0.3779,0.1693,0.1267,0.1121,0.6156,0.2314
"ZGRF1",0.022,0.0784,0.0039,0.0118,0.0056,0.0138,0.0128,0.0431,0.0046,0.0059,0.1018,0.0406,0.0107,0.0363,0.0283,0.0129,0.0115,0.0109,0.045,0.0146
"LARP7",0.2643,0.3839,0.2359,0.2177,0.2522,0.276,0.2317,0.4344,0.1215,0.1685,0.2993,0.1291,0.0638,0.3388,0.298,0.3123,0.325,0.2596,0.3028,0.4045
"ANK2",0.0034,0.0075,0.0088,0.0051,0.1091,0.0018,0.0051,0.0039,0.0024,0.0015,0.006,0.0046,0,0.0058,0.0088,0.0238,0.0149,0.0103,0.1208,0.0128
"CAMK2D",0.4611,0.2604,0.117,0.2248,0.3383,0.2772,0.4475,0.0547,0.0328,0.1107,0.2152,0.038,0.0363,0.5152,0.4156,0.2722,0.2257,0.1795,0.9845,0.4855
"ARSJ",0.0012,0.0025,5e-04,0.0019,0.0034,0.0023,0.0039,0.001,0.0016,0.0028,0.0014,0.0011,0,0.0011,0.0024,0.0024,0.001,0.0016,0.013,0.0056
"UGT8",6e-04,7e-04,2e-04,0,0.0012,7e-04,6e-04,0.0023,4e-04,0.001,0,1e-04,0,0.001,7e-04,5e-04,6e-04,7e-04,0.0024,3e-04
"NDST4",2e-04,0,0,0,0,5e-04,0,0,2e-04,0,3e-04,8e-04,0,2e-04,0.0012,2e-04,1e-04,2e-04,1e-04,1e-04
"TRAM1L1",3e-04,0,9e-04,0,0.0035,2e-04,0,0,3e-04,8e-04,0,0,0,5e-04,9e-04,0,3e-04,3e-04,0,3e-04
"NDST3",6e-04,0.0015,0,0.0013,0.0011,4e-04,2e-04,4e-04,7e-04,6e-04,9e-04,0.0011,0,0.0034,4e-04,0.0026,9e-04,0.0013,0.0072,0.0039
"SNHG8",0.524,0.5587,0.5772,0.7393,0.6467,0.8098,0.7376,0.8867,0.1389,0.1535,0.8214,0.1419,0.1017,0.6159,0.4205,0.6436,0.57,0.466,0.5181,0.4911
"PRSS12",0.0024,0.0028,0.002,0.0025,0.0148,0.0012,7e-04,0.0032,6e-04,0,0.0036,0.0059,0,0.002,0.0041,0.0012,5e-04,0.0014,0.0183,0.0015
"METTL14-DT",0.0066,0.0019,0,0.0011,8e-04,2e-04,4e-04,0.0018,8e-04,0,0.0041,0.0018,0.0052,0.0034,0.0078,7e-04,8e-04,5e-04,0.008,8e-04
"METTL14",0.0847,0.0928,0.0476,0.0601,0.0805,0.0676,0.0496,0.1003,0.0234,0.0336,0.1108,0.0467,0.0251,0.1043,0.1,0.0746,0.0802,0.0529,0.1138,0.0748
"SEC24D",0.2753,0.205,0.0985,0.1117,0.1984,0.154,0.1413,0.2589,0.0651,0.1833,0.3198,0.1305,0.0773,0.248,0.2417,0.1645,0.1692,0.0907,0.3735,0.1816
"SYNPO2",0.0126,0.0122,0.0114,0.0162,0.0173,0.0057,0.0707,0.0051,0.0024,0.0058,0.0125,0.0056,0,0.0113,0.0092,0.0147,0.0083,0.0038,0.0162,0.0141
"USP53",0.0653,0.1515,0.075,0.2262,0.205,0.2309,0.1944,0.1055,0.0186,0.0097,0.0934,0.0192,0.0366,0.0285,0.0547,0.3823,0.1296,0.2065,0.6597,0.0803
"C4orf3",0.7438,0.7788,0.9095,0.8532,0.7707,0.9176,0.8922,0.7825,0.7174,0.8622,0.6418,0.2337,0.6759,0.7092,0.5431,0.7522,0.9831,0.77,0.3748,1.0809
"PDE5A",0.0174,0.0098,0.0033,0.0047,0.019,0.0171,0.0119,0.0562,0.0037,0.0022,0.022,0.0094,0.0087,0.032,0.0301,0.0113,0.0066,0.0086,0.0766,0.0115
"MAD2L1",0.0101,0.4134,0.0218,0.0124,0.0162,0.0255,0.0209,0.0525,0.0061,0.0057,0.0481,0.0063,0,0.013,0.0176,0.0134,0.0166,0.0178,0.0133,0.0184
"PRDM5",0.0033,0.0053,0.001,0.0054,0.0072,0.0017,0.0016,0.0012,0.0361,0.017,0.0166,0.1457,0.0041,0.0032,0.0065,0.0025,0.0028,0.0052,0.0054,0.0019
"NDNF",7e-04,0.0015,0.0021,3e-04,0.0027,0.0013,0,7e-04,9e-04,0.001,9e-04,0.0015,0,0,0.0028,0.001,0.0011,0.0012,2e-04,0.0011
"TNIP3",0.0692,0.0158,0.0254,0.0277,0.0067,0.0099,0.0299,0.0113,0.0051,0.013,0.0211,0.0025,0.0135,0.0186,0.0176,0.018,0.0403,0.0031,0.0207,0.0642
"QRFPR",0,0,0,0,7e-04,0,8e-04,4e-04,3e-04,0,0,0,0,0.001,0,2e-04,3e-04,6e-04,2e-04,2e-04
"ANXA5",1.3822,1.5352,1.5291,1.3838,1.471,1.3936,1.0773,0.3984,0.3937,0.6504,1.3326,0.3435,0.3733,1.2917,0.9277,1.3966,1.8033,1.2232,0.9608,1.5728
"TMEM155",7e-04,2e-04,3e-04,0.0011,0,1e-04,0,8e-04,1e-04,2e-04,4e-04,0,0,0.0016,0.0019,4e-04,3e-04,2e-04,1e-04,0.001
"EXOSC9",0.072,0.1786,0.0678,0.0647,0.0793,0.0992,0.0946,0.1393,0.0174,0.1426,0.1084,0.02,0.0095,0.0942,0.0787,0.0781,0.0801,0.059,0.0715,0.1148
"CCNA2",0.0041,0.2758,0.0066,0.0037,0.0015,0.0034,0.0017,0.0057,0.0028,0.0032,0.0221,0.0093,0,0.0031,0.0084,0.0038,0.004,0.0048,0.0056,0.0059
"BBS7",0.0389,0.0615,0.0263,0.0323,0.1036,0.0341,0.0286,0.0352,0.0099,0.0132,0.0433,0.009,0.0024,0.0629,0.0328,0.0356,0.0504,0.0343,0.0509,0.0343
"TRPC3",0.0018,0.002,0,0,0,3e-04,5e-04,0.0011,7e-04,5e-04,2e-04,6e-04,0,0.0031,0.0029,3e-04,6e-04,1e-04,0.0016,0.0027
"KIAA1109",0.3828,0.1878,0.1262,0.194,0.214,0.2037,0.1887,0.2798,0.3106,0.641,0.3775,1.0841,0.1436,0.6527,0.4709,0.2285,0.1927,0.147,0.5742,0.25
"ADAD1",3e-04,0,0,0,0,0,0,4e-04,0,0,7e-04,0,0,0,0,2e-04,1e-04,0,8e-04,0
"IL21",1e-04,1e-04,0,0,0,2e-04,5e-04,2e-04,1e-04,5e-04,0,0,0,2e-04,4e-04,1e-04,1e-04,0,6e-04,6e-04
"BBS12",0.0041,0.0064,0.0037,0.0036,0.008,0.0067,0.004,0.0087,0.0014,0.0023,0.0058,5e-04,0.0034,0.0062,0.004,0.0067,0.0093,0.0061,0.0082,0.0084
"FGF2",0.0014,0.0017,0.0023,9e-04,0.0012,0.001,0.0014,0.0015,0.0011,0.0013,0.003,0.0013,0.0047,0.0011,0.0011,0.0012,7e-04,9e-04,0.002,0.0011
"NUDT6",0.0115,0.04,0.0187,0.0171,0.0181,0.0235,0.0094,0.01,0.0028,0.0055,0.0272,0.003,0,0.0148,0.0127,0.0246,0.0242,0.025,0.0344,0.0275
"SPATA5",0.1008,0.1304,0.0217,0.0383,0.0975,0.0631,0.0386,0.1835,0.0094,0.0168,0.2367,0.0595,0.0137,0.2159,0.1297,0.0801,0.05,0.0436,0.371,0.0665
"SPRY1",0.0396,0.0437,0.1461,0.082,0.1442,0.0195,0.0225,0.0433,0.0159,0.0133,0.2396,0.0198,0.0131,0.0181,0.0305,0.0627,0.1225,0.0423,0.0304,0.0341
"ANKRD50",0.1186,0.0551,0.0403,0.0458,0.0554,0.0478,0.0545,0.0435,0.0199,0.0198,0.1414,0.0464,0.0093,0.1045,0.1046,0.0543,0.049,0.0242,0.1114,0.0374
"FAT4",0.0018,0.0017,0.0012,0.0016,0.0031,0.0012,0.0032,0.0024,0.0024,7e-04,5e-04,0.0023,0,0.002,0.002,0.0015,0.0011,0.0012,0.0021,0.0011
"INTU",0.0076,0.0119,0.0099,0.0096,0.0227,0.0117,0.0063,0.0099,0.0039,0.0021,0.0138,0.0065,0,0.0083,0.0063,0.0218,0.0162,0.0115,0.0381,0.0143
"SLC25A31",0,0,0,0,0,0,0,3e-04,0,0,4e-04,1e-04,0,2e-04,4e-04,0,0,0,1e-04,0
"HSPA4L",0.0088,0.0123,0.0102,0.0395,0.0032,0.0207,0.0263,0.0092,0.0042,0.0031,0.0299,0.0163,0,0.0134,0.0064,0.0142,0.0083,0.005,0.0099,0.0097
"PLK4",0.0048,0.0866,0.0032,0.0054,0.0069,0.0068,0.0074,0.0059,0.0012,2e-04,0.0368,0.0154,0.0023,0.0056,0.008,0.0049,0.0049,0.005,0.0095,0.0042
"MFSD8",0.0639,0.0489,0.0275,0.0329,0.0559,0.0488,0.0353,0.0951,0.0153,0.0156,0.0557,0.0524,0.0244,0.0955,0.0974,0.0468,0.0485,0.0334,0.1123,0.0539
"ABHD18",0.1583,0.0973,0.0314,0.0708,0.1306,0.077,0.0682,0.209,0.0272,0.0398,0.2104,0.1631,0.0663,0.2032,0.2132,0.0754,0.0563,0.0515,0.2864,0.0748
"LARP1B",0.0952,0.1051,0.0374,0.0582,0.1317,0.0964,0.0886,0.2169,0.0187,0.023,0.1518,0.041,0.0119,0.0902,0.0938,0.0796,0.0722,0.0468,0.1367,0.0609
"PGRMC2",0.0799,0.1128,0.0724,0.0634,0.129,0.0788,0.0709,0.1319,0.0307,0.0325,0.1126,0.0294,0.0147,0.0832,0.0806,0.1074,0.1354,0.0766,0.0899,0.1034
"JADE1",0.0789,0.1253,0.0593,0.0501,0.1462,0.0713,0.0601,0.1422,0.0798,0.0649,0.1249,0.1072,0.03,0.1377,0.075,0.0844,0.068,0.0452,0.1021,0.0453
"SCLT1",0.5702,0.3209,0.0891,0.1888,0.1834,0.2931,0.2163,0.392,0.2518,0.3943,0.4425,0.4804,0.3709,1.146,0.5754,0.2117,0.1334,0.1392,0.7843,0.2745
"C4orf33",0.1383,0.1137,0.07,0.091,0.0761,0.129,0.0747,0.0952,0.046,0.0903,0.1378,0.0463,0.0151,0.1775,0.1106,0.0923,0.0826,0.0641,0.1369,0.1182
"SNHG27",0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,1e-04,2e-04,0
"PCDH10",0.001,0.0011,5e-04,0.0025,0.0035,0.0017,0.0043,0.0023,8e-04,7e-04,0.0013,0.0019,0,6e-04,9e-04,0.0014,4e-04,0.001,0.0035,4e-04
"PABPC4L",1e-04,0,0,9e-04,0,0,0,3e-04,2e-04,1e-04,0,2e-04,0,4e-04,0,3e-04,4e-04,0,0,0
"PCDH18",0.0013,0.0018,4e-04,0.0024,0,3e-04,0.0028,0.0017,0.0031,0.003,0.0016,0.0046,0,0.0011,8e-04,0.0013,0.0022,0.0015,0.0012,9e-04
"SLC7A11-AS1",6e-04,2e-04,0,0,0,4e-04,4e-04,0.0039,5e-04,0.0021,0,1e-04,0,9e-04,0,2e-04,6e-04,2e-04,6e-04,5e-04
"SLC7A11",0.0733,0.0116,0.0502,0.0235,0.0605,0.0348,0.1942,0.311,0.0471,0.0415,0.0124,0.0058,0.2027,0.0185,0.0313,0.0187,0.0611,0.0056,0.0432,0.0216
"NOCT",0.3039,0.1,0.0318,0.0739,0.064,0.0673,0.0699,0.0728,0.0214,0.0231,0.3218,0.2271,0.0669,0.3431,0.1664,0.0603,0.0608,0.0155,0.1743,0.0487
"ELF2",0.8162,0.4151,0.1865,0.2693,0.3085,0.3291,0.2652,0.6537,0.735,0.4565,0.9002,1.323,0.7636,0.9277,0.806,0.3177,0.2683,0.203,0.7642,0.288
"NDUFC1",0.2966,0.5148,0.4758,0.2943,0.5327,0.3505,0.3311,0.3688,0.1429,0.1281,0.3954,0.142,0.0668,0.3535,0.2964,0.4229,0.5296,0.3939,0.2831,0.4911
