"gene","B_C1_CRIP1","B_C10_LOMO2","B_C11_MZB1_PC","B_C2_IGHM_Bn","B_C3_HSPA1A","B_C4_FCRL1","B_C5_IFIT3","B_C6_ZZF331","B_C7_MKI67","B_C8_BACH2","B_C9_IGLL5"
"ZMYM4",6.17,15.26,50.52,6.81,6.19,22.77,7.66,4.78,41.32,32.12,2.41
"ZMYM4-AS1",0.08,0.11,3.73,0.04,0.07,2.11,0.07,0,3.2,1.86,0
"KIAA0319L",5.66,10.43,22.1,5.72,6.14,15.91,7.78,4.06,22.37,18.08,3.13
"NCDN",1.16,4.5,0.91,0.92,1.22,0.84,2.18,0.97,2.21,0.85,0.27
"TFAP2E",0.14,0.22,1.52,0.06,0.12,0.73,0.07,0.1,3.35,1.01,0.27
"PSMB2",19.2,52.14,41.45,16.76,15.9,14.9,29.37,16.14,73.36,20.48,19.93
"C1orf216",0.86,0.66,0.29,0.25,0.7,0.41,2.3,0.34,3.58,0.23,0.63
"CLSPN",0.37,2.63,1.04,0.5,0.45,0.98,0.62,0.34,64.38,1.55,0.8
"AGO4",1.61,3.4,33.15,2.31,1.44,9.78,2.47,0.63,23.97,14.9,1.16
"AGO1",3.94,5.82,18.31,3.82,3.48,8.64,4.26,2.46,16.13,9.85,2.86
"AGO3",10.82,17.34,47.54,10.26,12.31,33.84,13.99,9.52,55.1,36,6.34
"ADPRHL2",8.61,17.01,15.39,8.34,6.74,6.96,10.8,8.26,23.74,5.82,9.2
"COL8A2",0.02,0.11,0.52,0.08,0.02,0.48,0.02,0.05,0.61,0.23,0
"TRAPPC3",12.95,27.88,18.18,11.36,11.4,8.75,19.47,9.71,37.14,10.4,13.05
"MAP7D1",5.59,14.93,19.64,6.22,5.84,5.77,7.5,4.64,23.59,10.94,6.17
"THRAP3",34.73,64.11,78.32,40.87,31.62,52.77,40.55,29.86,84.02,57.1,31.72
"SH3D21",0.23,1.54,0.94,0.4,0.25,0.55,0.36,0.19,2.13,0.7,0.27
"EVA1B",0.25,0.22,2.04,0.33,0.35,0.52,0.26,0.24,1.37,0.39,0.18
"STK40",5.36,22.5,32.83,5.82,4.68,15.77,6.92,4.93,34.93,12.96,5.63
"LSM10",19.2,45.77,7.87,16.81,13.85,20.49,24.65,13.57,34.7,18.39,24.4
"OSCP1",0.1,0.44,0.81,0.1,0.09,0.81,0.29,0.05,1.52,0.7,0
"MRPS15",13.94,35.78,27.97,10.87,12.38,10.35,18.11,10.53,56.85,14.66,14.48
"CSF3R",0.29,0.88,1.94,0.26,0.26,2.22,0.22,0.19,3.12,2.33,0.36
"GRIK3",0,0,0.03,0.01,0.01,0.29,0,0,0,0,0
"ZC3H12A",10.09,15.48,2.3,9.21,20.01,9.34,13.39,9.08,9.82,3.65,12.06
"MEAF6",23.2,28.87,27.22,18,20.37,18.22,28.79,16.23,50.91,18.15,21.89
"SNIP1",8.86,10.65,26.18,8.58,9.74,15.44,11.07,9.52,29.91,16.37,3.13
"DNALI1",0.1,0,0,0.09,0.04,0.01,0.1,0.1,0.08,0,0
"GNL2",10.18,18.99,13.48,10.26,10.99,9.87,14.61,11.16,32.12,9,7.42
"RSPO1",0,0,0.1,0,0,0.03,0,0,0.08,0,0
"C1orf109",4.58,3.51,5.57,4.46,3.85,3.69,4.67,2.51,8.45,4.5,2.86
"CDCA8",0.38,1.65,0.71,0.33,0.32,0.48,0.53,0.39,46.27,0.7,0.36
"EPHA10",0.04,0,0.16,0.01,0.03,0.06,0.02,0,0.15,0.08,0
"MANEAL",0.43,0.33,0.26,0.28,0.31,0.62,0.65,0.29,1.22,0.31,0.27
"YRDC",8.33,14.82,16.56,8.32,9.57,7.05,7.14,6.28,21.92,8.53,6.34
"C1orf122",9.56,17.34,12.67,8.05,8.9,8.83,10.06,5.75,23.44,12.1,8.13
"MTF1",6.78,7.35,10.86,6.32,6.28,6.76,8.48,6.96,15.22,7.84,5
"INPP5B",4.98,12.62,13.12,4.63,4.97,12.52,8.19,3.82,24.05,10.86,2.86
"SF3A3",13.59,25.03,23.04,13.1,11.84,13.17,17.72,11.55,50.08,13.73,11.35
"FHL3",0.25,1.1,1.17,0.81,0.28,0.58,1.17,0.48,2.44,0.31,0.18
"UTP11",4.66,9.66,12.22,5.53,3.52,5.49,3.4,4.64,27.85,7.6,0.18
"POU3F1",1.68,5.71,0.29,2.66,3.12,1.38,0.96,0.82,3.73,0.39,0.45
"RRAGC",12.48,23.71,14.23,14.55,11.27,9.69,14.54,10.19,24.2,12.96,10.1
"MYCBP",5.58,12.62,3.43,4.15,4.2,4.39,8.22,3.67,23.97,5.51,4.56
"GJA9",0.09,0.11,0.1,0.01,0.1,0.62,0.05,0,0.23,0.08,0
"RHBDL2",0.11,0.33,1.62,0.13,0.22,2.09,0.02,0.05,1.45,2.33,0.18
"AKIRIN1",23.87,40.4,51.1,24.45,26.57,26.3,29.63,23.91,49.32,38.94,17.43
"NDUFS5",37.93,49.95,43.75,33.1,34.63,27.63,47.09,33.43,68.34,25.52,45.13
"MACF1",21.84,22.39,70.41,25.03,20.67,45.15,27.35,17.34,63.62,32.82,7.06
"BMP8A",0.19,0.33,0.23,0.18,0.38,0.94,0.38,0.14,1.37,0.47,0
"PABPC4",23.6,35.68,18.57,20.17,24.45,18.82,24.98,17.58,47.03,14.66,11.08
"PABPC4-AS1",0.07,0,0.1,0.07,0.08,0.36,0.1,0,0.15,0.16,0
"HEYL",0.04,0,0.29,0.04,0.02,0.17,0,0.05,0,0,0.18
"NT5C1A",0,0,0,0,0,0,0,0,0,0,0
"HPCAL4",0.06,0,0.1,0.04,0.01,0.01,0.07,0.05,0.3,0,0
"PPIE",10.78,18.22,8.75,8.75,10.31,7.93,16.69,6.52,29.6,7.76,10.55
"BMP8B",0.22,0,0.26,0.13,0.1,0.25,0.19,0,0.15,0,0.09
"OXCT2",0.29,1.32,0.03,0.24,0.61,0.18,1.41,0.29,0.61,0,0.09
"TRIT1",2.48,4.61,9.69,2.2,2.63,5.72,3.93,2.17,13.7,6.83,2.23
"MYCL",0.08,0.22,0.06,0.04,0.23,0.08,0.14,0.1,0.53,0,0.18
"MFSD2A",1.34,8.23,0.55,1.13,2.63,1.02,2.99,1.01,7,0.93,1.16
"CAP1",37.37,75.63,45.37,34.76,33.81,30.11,54.97,32.22,74.35,27.77,35.66
"PPT1",9.64,12.51,6.71,8.4,8.56,7.28,12.79,8.21,22.37,2.79,7.42
"RLF",17.8,26.67,61.24,24.72,25.89,43.18,23.64,22.66,53.88,39.95,4.92
"TMCO2",0.02,0,0.13,0.01,0.02,0.1,0,0,0.15,0.16,0
"ZMPSTE24",5.71,10.1,15.17,4.97,5.28,6.48,9.39,6.09,22.91,6.98,3.49
"COL9A2",2.71,3.62,0.49,3.45,2.75,3.21,6.49,1.5,3.5,0.62,1.79
"SMAP2",61.27,73.77,78.52,64.6,53.14,84.52,45.87,55.8,76.18,54.07,40.3
"ZFP69B",1.46,1.76,3.21,0.94,1.36,1.61,1.75,0.58,3.2,1.01,0.63
"ZFP69",0.58,0.33,0.94,0.55,0.54,0.8,0.74,0.24,1.98,0.85,0.45
"EXO5",1.61,3.18,2.53,1.71,1.41,1.05,1.89,1.5,8.68,1.01,1.16
"ZNF684",2.02,2.09,4.86,2.07,1.96,3.16,2.23,1.16,8.52,2.4,1.88
"RIMS3",0.15,0.44,17.89,0.08,0.13,0.73,0.22,0.1,9.59,36.77,0.09
"NFYC-AS1",1.49,3.84,4.08,1.7,1.76,1.95,1.92,1.21,5.94,2.33,0.63
"NFYC",13.48,28.87,25.31,11.85,13.91,19.22,21.96,12.75,43.76,14.82,8.85
"KCNQ4",0.01,0.22,0.26,0.01,0.03,0.12,0.1,0,0.68,0.08,0
"CITED4",0.8,0.66,3.95,0.9,1.55,1.33,0.43,0.72,5.02,4.34,0.71
"CTPS1",3.99,9.33,24.89,3.37,3.83,6.73,4.62,2.9,41.7,18.31,1.97
"SLFNL1-AS1",0.11,0.22,23.2,0.1,0.07,3.8,0.19,0.05,16.21,15.9,0
"SLFNL1",0.02,0.11,8.59,0.05,0.02,1.75,0.05,0,10.27,6.44,0
"SCMH1",2.33,6.15,86.62,2.23,2.47,26.23,1.94,2.03,59.97,69.59,1.25
"FOXO6",0.02,0.11,6.55,0.09,0.05,0.88,0,0,5.1,9.62,0
"HIVEP3",2.78,12.62,25.89,1.67,2.49,12.78,5.6,1.4,26.03,19.71,1.16
"FOXJ3",8.08,14.6,76.44,8.1,8.65,35.43,10.42,7.83,52.59,49.88,3.04
"RIMKLA",0.04,0.22,0.1,0.04,0.04,0.12,0,0.1,0.38,0.39,0.09
"ZMYND12",0.1,0.44,0.42,0.12,0.16,0.54,0.43,0.39,0.76,0.39,0.09
"PPCS",18.16,24.26,17.21,17.09,15.63,17.01,23.23,14.69,26.1,16.68,14.92
"CCDC30",1.23,1.21,4.31,1.28,1.47,3.36,1.22,0.92,3.5,4.19,0.89
"PPIH",11.51,24.81,17.11,9.65,11.38,10.9,17.17,11.11,53.81,9.39,7.95
"YBX1",76.89,91.11,91.22,76.64,77.22,73.63,81.22,74.49,95.81,69.98,71.58
"P3H1",2.53,4.17,9.53,2.6,2.49,2.75,3.45,2.37,13.85,5.04,0.27
"C1orf50",5.8,11.2,4.08,5.93,5.27,3.81,7.95,4.69,13.7,2.95,4.83
"TMEM269",0.05,0.22,1.88,0.08,0.03,0.84,0,0,0.68,1.01,0.09
"SVBP",9.36,22.83,29,8.12,8.23,9.34,12.91,6.81,39.57,16.68,0.71
"ERMAP",0.85,2.09,6.32,0.7,0.7,1.82,0.93,0.43,5.18,2.79,0
"ZNF691",0.83,1.98,1.23,0.77,0.58,0.91,1.51,0.68,3.04,0.78,1.07
"SLC2A1",7.3,7.24,6.8,7.14,7.68,10.39,7.26,5.31,13.24,11.56,8.4
"SLC2A1-AS1",0.34,0.55,0.32,0.33,0.36,1.31,0.36,0.14,0.3,0.39,0.63
"FAM183A",0.04,0,0.03,0.04,0.03,0.03,0.02,0,0,0.08,0
"EBNA1BP2",9.05,16.9,12.02,8.42,8.55,5.82,10.42,8.36,36.07,7.84,9.38
"CFAP57",0.02,0.22,1.07,0.06,0.07,0.28,0.05,0.05,0.3,0.54,0
"TMEM125",0.09,0,0.1,0.11,0.05,0.03,0.07,0.05,0.08,0.08,0.09
"C1orf210",0.01,0.22,0.03,0.04,0.02,0.01,0.05,0.1,0,0,0.18
"TIE1",0.08,0.22,0.23,0.13,0.09,0.08,0.12,0.14,0.68,0.39,0
"CDC20",0.22,2.2,1.07,0.18,0.35,0.23,0.24,0.29,34.93,0.93,0.18
"ELOVL1",12.44,22.94,7.29,10.24,11.54,5.52,19.35,13.43,22.6,5.74,9.74
"MED8",8.5,14.49,6.12,8.33,7.05,4.75,12.38,7,20.09,6.67,7.15
"SZT2",4.6,7.35,13.87,4.71,3.96,8.94,5.49,2.9,12.63,9.46,1.7
"HYI",3.42,1.65,7.13,1.58,3.26,1.31,3.33,2.66,25.04,0.54,1.88
"PTPRF",0.17,0.22,0.42,0.28,0.11,0.34,0.24,0.24,0.53,0.62,0.54
"KDM4A",3.72,7.68,5.57,3.69,3.75,6.19,6.54,4.06,13.55,4.73,1.52
"KDM4A-AS1",0.91,0.77,2.46,1.08,0.71,3.7,0.72,0,4.64,2.56,0.36
"ST3GAL3",2.3,3.51,3.66,2.03,2.29,10.9,2.61,1.64,19.03,8.15,0.89
"ARTN",0.04,0,0.1,0.01,0.06,0.03,0.02,0.05,0.23,0.16,0.27
"IPO13",1.05,1.65,1.72,0.8,1.11,0.76,1.32,1.06,3.58,0.85,1.52
"DPH2",3.99,7.24,2.27,3.88,4.06,1.36,5.89,3.67,6.77,1.32,4.2
"ATP6V0B",39.15,59.06,64.03,34.68,38.86,29.05,49.63,34.2,71.39,47.56,42.18
"B4GALT2",0.17,0.22,0.71,0.1,0.14,0.44,0.17,0,4.34,0.31,0.27
"CCDC24",0.73,3.07,8.07,0.4,0.64,1.18,2.04,1.01,2.36,1.32,0.18
"SLC6A9",0.05,0.22,0.26,0.01,0.11,0.18,0.14,0.05,0.3,0,0.27
"DMAP1",7.39,15.48,15.91,6.29,6.81,6.15,9.2,5.6,25.42,9.54,5.36
"ERI3",6.36,13.06,19.7,5.32,6.24,9.77,7.98,5.8,32.27,12.8,3.4
"RNF220",8.17,11.86,14,6.73,6.11,7.4,9.8,6.23,20.4,9,4.74
"TMEM53",1.12,1.1,2.04,0.82,1.09,1.05,1.89,0.72,3.42,1.01,0.71
"ARMH1",1.52,7.35,33.21,5.16,1.63,6.85,2.25,2.17,29.22,6.13,0.18
"KIF2C",0.17,0.44,0.97,0.13,0.15,0.48,0.31,0.29,37.44,1.55,0
"BEST4",0.31,0.44,0.03,0.11,0.25,0.23,0.22,0.43,0.68,0.23,0.36
"PLK3",16.67,8.12,10.01,18.45,24.52,7.86,16.38,14.2,12.63,2.79,8.67
"TCTEX1D4",0.08,0.33,1.3,0.06,0.09,0,0.1,0.1,0.08,0.08,0
"BTBD19",0.49,0.11,2.2,0.55,1.02,0.81,0.57,0.1,2.21,0.47,0.45
"PTCH2",1.03,1.65,3.89,1.46,2.4,4.22,2.04,0.58,8.22,3.1,0.89
"EIF2B3",4,8.12,8.98,3.06,3.42,10.71,4.93,3.24,22.75,7.91,2.06
"HECTD3",1.95,3.95,3.82,1.81,1.93,1.57,4,1.88,5.1,2.09,1.43
"UROD",4.89,14.71,10.69,4.32,4.71,3.25,8.67,4.35,26.03,4.97,4.11
"ZSWIM5",0.04,0.22,3.08,0.04,0.1,3.81,0.05,0.1,3.73,0.93,0
"HPDL",0.07,0.11,0.39,0.06,0.12,0.06,0.19,0.14,1.9,0.16,0.09
"MUTYH",3.47,5.82,9.72,3.17,3.91,4.53,4.53,3.53,20.02,4.5,2.23
"TOE1",6.3,6.04,7.97,6.2,6.66,3.95,7.04,4.25,16.29,2.95,5.45
"TESK2",4.5,7.24,10.24,3.74,4.93,17.27,3.57,3,15.98,6.05,2.68
"CCDC163",0.13,0.11,0.42,0.14,0.15,0.25,0.02,0.19,1.29,0.08,0
"MMACHC",0.41,0.77,0.91,0.4,0.6,0.92,0.77,0.48,2.21,0.7,0.09
"PRDX1",50.98,84.85,67.95,42.7,58.8,34.8,65.41,45.07,89.88,58.88,50.85
"AKR1A1",16.93,40.07,26.83,16.83,16.16,14.01,25.29,15.31,50.84,14.82,18.05
"NASP",37.68,50.16,78.55,39.66,46.68,43.37,41.37,33.33,87.9,47.17,26.72
"CCDC17",0.19,0.77,0.58,0.18,0.23,0.33,0.43,0.1,0.91,0.39,0
"GPBP1L1",12.63,21.51,66.98,12.05,12.81,32.43,17.29,8.5,52.44,46.86,10.01
"TMEM69",4.95,10.98,10.95,4.95,5.06,4.24,7.71,4.2,16.13,5.12,5.81
"IPP",1.78,3.73,3.69,2.06,1.73,4.93,2.25,0.87,7.91,5.82,0.54
"MAST2",1.1,9,13.67,0.65,0.87,8.64,1.22,1.4,35.31,21.49,0.27
"PIK3R3",0.62,1.21,1,0.49,1.07,1.05,2.92,1.21,7.91,2.25,0.98
"TSPAN1",0.22,0.11,0.03,0.25,0.23,0.36,0.24,0.29,0.68,0.16,0.54
"P3R3URF",0,0,0,0,0,0.01,0,0,0,0,0
"POMGNT1",2.14,2.63,6.58,1.95,2.22,1.8,3.28,1.55,6.32,1.63,1.16
"LURAP1",0.02,0,4.41,0.04,0.03,0.17,0,0,2.28,0.31,0
"RAD54L",0.05,0.44,3.63,0.07,0.12,1.47,0.12,0.14,25.11,1.24,0
"LRRC41",7.93,15.15,34.09,8.43,9.25,12.15,10.3,8.89,33.71,10.55,8.04
"UQCRH",67.98,80.57,79.71,58.01,63.17,55.8,73.63,50.87,91.55,55.31,68.1
"NSUN4",4.96,6.59,11.73,5.28,6.08,7.66,8.72,6.43,12.71,5.9,3.13
"FAAH",0.21,0.88,12.51,0.16,0.23,0.47,0.24,0.05,11.34,3.1,0.18
"TMEM275",0,0,0,0,0,0,0,0,0,0,0
"MKNK1-AS1",0.01,0,1.17,0.03,0.02,0.63,0,0,0.99,1.32,0
"MKNK1",4.6,8.01,13.74,4.2,4.26,6.87,5.75,3.04,16.36,7.68,4.65
"MOB3C",1.85,2.31,0.94,2.16,1.72,1.11,2.56,1.74,1.22,0.47,2.06
"ATPAF1",4.45,11.42,12.28,3.15,3.78,4.93,5.6,3.57,30.52,5.82,2.23
"EFCAB14-AS1",0.01,0,1.23,0.01,0.01,1.07,0,0,0.61,0.93,0
"EFCAB14",15.58,22.61,21.87,16.28,14.09,18.65,18.59,11.93,27.47,15.98,7.69
"CYP4B1",0.11,0,0,0.06,0.07,0.03,0.07,0,0,0,0
"CYP4A11",0,0,0,0,0,0.01,0,0,0,0,0
"CYP4X1",0.02,0.11,0.06,0,0.04,0.01,0.02,0,0,0,0.27
"CYP4Z1",0.01,0,0.03,0.01,0.01,0.01,0,0,0,0,0
"CYP4A22-AS1",0,0,0.19,0.02,0.01,0.1,0,0,0,0,0
"PDZK1IP1",0.29,0.44,0.06,0.21,0.19,0.21,0.24,0.14,0.46,0,1.97
"TAL1",0.05,0,0.39,0.01,0,0.11,0,0.05,0.08,0,0
"STIL",0.42,1.87,1.52,0.51,0.65,1.31,0.79,0.29,36.23,1.86,0.09
"CMPK1",32.04,33.37,49.45,26.45,28.91,26.74,28.5,20.92,57,24.36,26.63
"FOXD2-AS1",0.08,0,0.1,0.04,0.1,0.1,0.02,0,0.53,0,0.09
"FOXD2",0.1,0.44,0.13,0.1,0.17,0.18,0.07,0,0.3,0.08,0
"TRABD2B",0.01,0,0.84,0,0,0.08,0,0,0.46,0.31,0
"SLC5A9",0.03,0.11,0.06,0.05,0.03,0.11,0,0,0.3,0.08,0
"SPATA6",0.85,0.22,2.98,0.89,0.87,3.04,0.36,0.68,6.77,8.61,0.45
"AGBL4",0.03,0.22,2.92,0.05,0.04,1.28,0.05,0.1,1.22,1.71,0.09
"BEND5",4.84,8.01,11.7,6.68,5.16,5.42,6.42,3.53,18.65,4.03,2.95
"ELAVL4",0.01,0,0.23,0,0,0.07,0,0,0.15,0.08,0
"DMRTA2",0.01,0.22,0.13,0,0,0.01,0.02,0,0.08,0,0
"FAF1",6.52,18.44,67.85,6.08,6.33,54,8.34,5.8,71,40.81,2.32
"CDKN2C",0.38,12.4,4.47,0.21,0.57,0.87,1.53,0.53,29.22,2.79,0.09
"C1orf185",0,0,0.06,0,0,0.03,0,0,0,0.16,0
"RNF11",7.88,6.15,32.15,6.89,9.12,8.19,9.51,10.24,17.43,11.25,6.7
"TTC39A",0.11,0.11,0.65,0.09,0.11,0.4,0.1,0.1,0.3,0.23,0.09
"TTC39A-AS1",0.01,0,0.19,0.01,0.03,0.11,0.12,0.05,0.15,0.16,0
"EPS15",20.97,58.51,84.02,17.9,21.6,57.84,30.32,14.06,71.69,55.08,9.29
"OSBPL9",10.54,27.77,58.75,8.97,10.88,33.26,14.59,9.61,57.08,34.76,5.54
"NRDC",17.29,36.33,50.91,19.01,16.03,29.97,25.68,17.05,64.46,38.87,1.7
"RAB3B",0.05,0.33,0.19,0.05,0.06,0.21,0,0,1.67,0.47,0.18
"TXNDC12",15.48,19.21,34.48,13.75,15.82,13.91,22.06,12.51,53.88,23.82,13.32
"KTI12",4.45,4.72,10.27,4.18,4.71,3.01,4.26,1.35,12.25,7.21,5.81
"TXNDC12-AS1",0.01,0,0.23,0,0,0.06,0,0,0.3,0.16,0
"BTF3L4",18,28.32,50.65,17.86,17.17,20.39,20.81,15.65,53.42,33.13,18.23
"ZFYVE9",0.25,0.44,10.01,0.26,0.22,2.33,0.1,0.34,13.62,7.37,0
"CC2D1B",3.15,4.83,6.12,3.03,3.28,4.79,4.98,1.64,7.69,5.59,1.52
"ORC1",0.14,1.1,0.94,0.18,0.23,0.48,0.46,0.14,22.22,0.47,0.09
"PRPF38A",15.32,34.25,32.15,15.99,15.36,13.42,19.28,13.86,53.42,17.84,17.61
"TUT4",28.3,35.46,77.58,32.06,23.09,62.53,17.51,21.11,69.33,62.53,1.88
"GPX7",4.47,9.33,11.05,4.81,3.92,5.44,5.89,3.77,18.8,8.92,5.36
"SHISAL2A",8.63,5.93,3.86,11.27,8.4,23.68,6.25,9.9,8.22,4.42,0.54
"COA7",2.61,1.98,2.85,2.15,2.51,3.85,2.9,1.55,5.63,1.47,1.16
"ZYG11B",3.61,3.07,27.03,3.55,3.54,10.62,4.1,2.17,24.28,14.97,1.34
"ZYG11A",0.57,0.77,0.32,0.06,0.44,1.02,0.93,0.53,1.6,0.08,0.09
"ECHDC2",5.84,4.5,5.22,3.77,5.87,7.02,8.22,3.43,9.59,2.87,5
"SCP2",21.23,42.04,32.66,17.73,19.67,18.71,33.2,16.04,57.15,21.96,15.91
"PODN",0.05,0.22,0.29,0.04,0.03,0.1,0.02,0,0.15,0,0.18
"SLC1A7",0.03,0,0.03,0.1,0.05,0,0,0,0.08,0.16,0
"CPT2",2.24,4.61,1.91,1.96,1.98,1.86,3.33,1.45,6.7,2.4,1.7
"CZIB",3.36,10.54,0.81,3.49,2.36,3.77,2.61,3.53,13.93,3.72,0
"MAGOH",27.54,50.6,52.43,27.63,28.16,24.3,34.95,24.06,78.77,28.63,26.81
"LRP8",0.58,1.87,1.91,0.24,0.68,1.14,1.63,0.19,10.5,0.78,0.45
"GLIS1",0,0,0.26,0.01,0,0.08,0,0,0.23,0.08,0
"NDC1",1.57,7.14,7.29,1.61,1.85,6.27,2.16,1.98,38.74,6.67,1.88
"YIPF1",3.16,10.32,13.48,2.43,2.97,3.67,5.56,2.71,12.86,11.48,2.14
"DIO1",0.01,0,1.2,0.01,0.01,0.5,0,0,2.82,0.62,0
"HSPB11",14.89,32.6,22.97,11.09,14.71,13.82,23.35,9.28,70.02,9.62,10.28
"LRRC42",2.17,8.67,10.99,1.36,1.86,2.15,3.23,1.26,20.4,3.49,2.23
"LDLRAD1",0.01,0,0,0.01,0.02,0.01,0,0,0.08,0,0
"TMEM59",38.28,48.96,64.71,37.41,35.18,33.18,45.15,33.77,68.57,37.08,41.47
"TCEANC2",2.06,3.62,4.8,2.25,1.76,4.57,3.93,1.16,11.57,6.05,0.98
"CYB5RL",0.49,1.54,2.07,0.69,0.59,1.11,0.34,0.34,4.11,1.01,0.63
"MRPL37",6.39,25.47,14.78,5.74,5.78,4.73,11.04,6.57,44.14,7.45,5.72
"SSBP3",4.15,9,23.36,0.89,2.73,8.9,3.57,0.58,29.6,36.23,1.43
"SSBP3-AS1",0.01,0,0.03,0.01,0.01,0.04,0,0,0.08,0.08,0
"ACOT11",0.04,0.11,0.49,0.09,0.09,0.34,0.02,0.19,0.76,0.31,0.18
"FAM151A",0,0,0,0,0,0,0,0,0.08,0,0
"MROH7",0,0,0,0,0,0.04,0,0,0,0.08,0
"TTC4",3.7,4.28,1.91,3.05,3.24,4.16,4.77,2.61,8.68,3.03,0.45
"PARS2",0.26,0.22,0.81,0.16,0.17,0.34,0.31,0.19,1.37,0.7,0.27
"TTC22",0.43,0.33,0.03,0.21,0.28,0.43,0.34,0.39,0,0,0.54
"DHCR24",0.73,2.2,0.1,0.43,0.63,0.5,1.77,0.58,3.27,0.31,1.25
"TMEM61",0,0,0,0.01,0.01,0.01,0,0,0,0,0
"PCSK9",0.01,0,0.03,0,0.01,0.04,0,0,0.76,3.96,0
"USP24",10.54,17.78,60.89,9.06,10.14,50.05,12.65,6.38,45.36,45.54,5.45
"MIR4422HG",0.83,0.44,0.91,0.79,0.93,2.77,0.53,1.55,1.29,1.09,0
"PLPP3",1.52,4.83,2.82,1.13,2.54,3.61,1.44,2.17,4.49,1.16,0.18
"PRKAA2",0.01,0,0.29,0.03,0.03,0.1,0,0,0.23,0,0
"FYB2",0.01,0,0.03,0.01,0,0.04,0,0,0.15,0.08,0
"DAB1",0.02,0,3.56,0.03,0.01,4.57,0,0.05,4.49,3.1,0
"DAB1-AS1",0,0,0,0,0,0.03,0.02,0,0,0,0
"OMA1",6.55,8.23,5.35,6.12,6.44,6.63,7.04,4.69,11.49,4.97,4.47
"TACSTD2",1.71,4.83,0.03,1.52,1.79,0.18,1.29,0.39,1.67,0.31,25.02
"MYSM1",10.44,16.25,36.33,10.85,11.04,17.66,10.8,7.92,30.59,22.42,2.77
"JUN",63.32,47.97,52.4,71.85,89.35,66.67,70.99,76.86,59.13,40.88,40.04
"FGGY",2.14,4.39,14.1,2.1,2.4,17.35,3.78,2.85,17.43,16.52,1.61
"HOOK1",2.33,2.09,0.29,3.57,2.78,3.7,1.87,2.71,3.81,0.08,1.34
"CYP2J2",0.18,0,0.06,0.13,0.2,0.12,0.74,0.14,0.38,0,0.27
"NFIA",0.7,2.31,10.99,0.4,0.67,3.04,0.48,0.58,8.07,4.27,0.89
"NFIA-AS2",0.01,0.11,8.55,0,0.01,0.1,0,0,2.36,0.31,0
"TM2D1",14.6,22.17,37.39,14.72,14.16,19.47,18.08,10.97,36.83,22.19,10.46
"PATJ",5.65,0.66,12.09,4.28,5.06,24.52,1.51,2.37,12.1,7.6,0.45
"L1TD1",0.55,0.55,0.49,0.49,0.59,0.81,0.46,0.05,0.76,0.39,0.36
"KANK4",0.01,0,0.16,0,0,0.11,0,0,0,0.23,0
"USP1",16.58,21.08,34.22,15.84,14.79,16.9,16.05,12.56,79.15,19.16,9.56
"DOCK7",2.27,1.43,27.71,1.91,2.42,8.72,1.82,1.74,21.84,11.95,0.71
"ATG4C",5.19,4.94,9.69,6.11,6.13,16.1,5.94,4.06,19.18,9.85,3.84
"FOXD3-AS1",0.01,0.22,0.1,0.01,0.01,0.08,0.02,0,0.15,3.72,0
"FOXD3",0,0,0,0,0,0.03,0,0,0.08,1.01,0
"ALG6",3.19,7.14,14.91,3.23,3.71,7.9,5.03,3.38,25.11,16.76,1.97
"ITGB3BP",6.17,11.75,22.88,5.95,6.15,16.8,7.38,3.48,61.95,22.81,5.81
"EFCAB7",1.94,4.72,14.06,1.47,1.62,5.23,2.42,1.59,14.76,6.98,0.71
"DLEU2L",0.34,0.22,0.29,0.38,0.25,0.43,0.38,0.1,1.22,0.85,0.63
"PGM1",3.47,7.46,7.32,2.74,3.1,6.91,5.77,3.09,17.12,15.67,4.11
"ROR1",0.24,0.33,3.21,0.69,0.44,11.16,0.5,0.39,18.26,77.5,0.63
"ROR1-AS1",0.02,0.11,0.68,0.04,0,1.43,0,0,3.35,17.69,0
"UBE2U",0,0,0.1,0,0,0.1,0,0,0.23,0.16,0
"CACHD1",0.06,0.11,3.24,0.04,0.06,0.36,0.02,0.05,4.41,1.32,0.09
"RAVER2",0.44,0.77,19.86,0.29,0.42,3.81,0.14,0,22.83,4.34,0.27
"JAK1",56.03,84.41,95.37,54.46,51.33,76.29,59.9,54.01,88.28,74.32,32.17
"AK4",0.2,0.77,0.71,0.17,0.13,0.39,0.34,0.05,1.6,0.23,0.45
"DNAJC6",0.22,0.22,2.98,0.08,0.21,1.2,0.02,0.39,2.51,2.79,0.09
"LEPROT",8.47,7.9,28.26,7.17,8.38,5.94,9.75,7.49,19.71,10.78,5.9
"LEPR",0.28,0.22,6.09,0.18,0.28,2.28,0.38,0.24,4.72,2.87,0.27
"PDE4B",46.09,24.81,91.41,57.77,46.76,54.73,51.9,61.64,49.39,28.55,21.18
"SGIP1",0,0,2.33,0.09,0.02,0.33,0.02,0,2.44,0.47,0.09
"TCTEX1D1",0.03,0,0.29,0.01,0,0.07,0.02,0,0.68,0.78,0
"WDR78",0.17,0.77,10.56,0.16,0.19,1.25,0.12,0,5.25,4.03,0.27
"MIER1",23.57,32.27,72.03,21.05,21.38,36.88,27.02,15.27,62.63,44.69,12.51
"SLC35D1",5,13.61,83.64,6.54,6.47,17.72,6.01,6.23,51.75,36.85,3.57
