"gene","EC_C1_IGFBP7","EC_C10_COL1A2","EC_C11_RROX1","EC_C12_FCN3","EC_C13_MKI67","EC_C2_GJA5","EC_C3_HSPA1A","EC_C4_FLT1","EC_C5_ROBO2","EC_C6_ACKR1","EC_C7_IL6","EC_C8_IL32","EC_C9_CXCR4"
"DLL4",23.23,43.73,12.67,10.25,22.35,57.93,26.25,53.38,25.97,13.26,18.63,42.2,19.47
"CHAC1",1.79,7.58,0.51,1.14,0.71,4.78,3.97,2.03,2.46,0.98,3.86,2.3,1.9
"INO80",6.5,19.1,8.38,9.11,20.71,19.23,10.79,22.93,37.77,13.6,15.92,19.16,14.6
"INO80-AS1",0.06,0.37,0,0.23,0.94,0.54,0.07,0.66,2.6,0.18,0.33,0.19,0.32
"EXD1",0.03,0.09,0,0,0,0.17,0.1,0.05,0.35,0.03,0.03,0.14,0.06
"CHP1",11.99,29.03,13.28,15.95,25.88,18.01,13.76,21.61,29.54,22.15,25.6,25.11,13.53
"OIP5-AS1",4.79,8.52,7.15,3.42,36.47,11.64,3.35,27.78,16.06,10.12,6.6,21.08,7.71
"OIP5",0.14,0.37,0.1,0.46,10.82,0.52,0.12,0.25,0.84,0.37,0.23,0.47,0.25
"NUSAP1",0.81,1.59,0.92,0.46,59.06,0.83,1.05,1.45,2.49,0.98,0.92,2.06,2.84
"NDUFAF1",4.04,10.02,4.6,3.19,5.88,7.05,4.35,6.32,7.47,5.38,6.6,8.01,4.74
"RTF1",30.1,62.45,30.64,27.33,62.12,47.49,34.69,56.86,60.57,44,50.44,58.27,37.67
"ITPKA",0.28,0.28,0,0,1.18,0.12,0.17,1.4,0.92,0.15,0.03,2.44,0.25
"LTK",0.25,2.06,0,2.28,0.47,0.21,2.7,0.66,0.49,0.22,0.29,0.8,2.4
"RPAP1",2.16,5.34,2.04,3.42,7.76,4.8,2.57,5.84,6.77,4.34,3.63,6.09,2.97
"TYRO3",1.68,4.96,0.31,2.51,8.71,1.51,2.15,5.49,3.14,1.69,2.09,4.4,1.39
"MGA",7.18,21.16,9.3,8.2,22.59,17.02,10.36,27.32,33.09,15.08,13.24,20.61,16.18
"MAPKBP1",4.34,11.52,2.35,5.01,17.65,10.34,5.22,14.07,26.16,8.65,8.04,13.35,6.26
"JMJD7",0.61,0.47,0.51,0.46,3.29,1.7,0.45,2.44,1.46,0.98,1.14,2.15,1.01
"PLA2G4B",0.38,0.47,0.2,0.23,1.65,1.01,0.42,1.24,1,1.02,0.42,0.75,0.76
"SPTBN5",2.32,3.46,0.1,0.91,7.53,2.44,2.55,9.37,6.34,2.77,2.84,8.43,2.28
"EHD4",42.05,59.08,17.67,28.02,62.82,41.49,40.58,78.49,74.44,56.62,63.32,72.93,31.23
"EHD4-AS1",0.19,0.75,0,0,0.47,0.12,0.27,1.07,1.33,0.55,0.29,0.75,0.51
"PLA2G4E-AS1",0.03,0.09,0,0,0.24,0.17,0.05,0.1,0.62,0.09,0.16,0.09,0.25
"PLA2G4D",0,0,0.1,0,0,0,0,0.03,0,0,0,0,0
"PLA2G4F",0.02,0.19,0,0,0.24,0.08,0.05,0.03,0,0.03,0,0,0.06
"VPS39",5.93,15.92,6.13,4.56,14.12,12.43,7.14,16.58,20.2,12.95,10.56,12.83,9.48
"TMEM87A",16.97,42.04,23.9,18.91,36.47,35.86,26.02,40.27,49.17,28.74,34.46,35.27,26.86
"GANC",2.77,7.02,2.86,2.96,8,7.16,4.15,9.78,12.37,5.91,5.07,6.74,5.25
"CAPN3",0.8,2.43,0.72,0.68,1.41,1.32,1.2,2.44,1.35,1.17,1.63,1.83,0.76
"ZNF106",16.62,42.7,18.28,19.82,42.82,30.34,22.7,43.8,44.98,28.62,32.13,38.97,26.17
"SNAP23",21.39,39.61,26.76,22.1,38.12,38.24,28.57,41.9,43.35,37.94,45.31,44.03,25.6
"LRRC57",5.71,14.51,7.97,6.83,20.24,11.98,8.59,15.34,15.95,11.66,12.19,13.68,9.61
"HAUS2",4.14,12.17,6.64,5.47,20,10.09,7.29,9.88,15.14,9.72,12.85,10.63,9.73
"STARD9",6.63,18.16,7.66,8.88,17.41,15.72,10.99,21.05,38.64,18.43,16.54,18.97,10.81
"CDAN1",0.83,2.43,1.53,0.68,3.06,2.36,1.07,3,5.04,2.15,2.29,2.06,1.58
"TTBK2",5.5,17.98,7.05,6.83,11.53,13.73,8.87,16.66,28.22,13.48,13.5,11.1,11.38
"UBR1",7.46,29.49,7.35,12.76,19.06,24.1,19.01,29.3,49.8,17.48,24.62,19.16,18.33
"TMEM62",2.44,6.37,3.98,2.05,6.12,7.16,3.45,6.09,10.67,5.35,4.84,4.92,5.31
"CCNDBP1",11,28.18,20.43,10.25,17.88,21.53,13.96,16.81,15.65,13.23,20.17,21.17,18.84
"LCMT2",0.71,2.43,0.61,1.14,1.88,1.16,1.22,1.42,1.84,0.95,1.37,1.17,1.9
"ADAL",1.85,6.55,2.86,1.82,7.53,3.93,3.6,4.22,5.04,3.08,4.74,3.7,2.65
"ZSCAN29",1.59,5.62,2.66,2.51,4.94,3.78,2.25,5.76,4.82,3.26,3.69,5.06,2.72
"TUBGCP4",2.5,8.43,4.6,3.42,8.47,5.25,3.75,8.05,9.29,4.46,5.82,7.4,4.93
"TP53BP1",5.32,18.82,10.73,11.39,16.47,13.51,8.29,18.82,32.28,12.89,12.88,15.74,11.06
"MAP1A",0.55,17.23,0.51,0.91,1.41,1.2,2,0.58,2.33,0.8,1.77,0.84,2.34
"PPIP5K1",1.08,2.72,0.92,1.37,2.59,2.9,1.27,2.54,5.04,2.37,2.48,2.81,1.71
"CKMT1B",0.01,0.09,0,0,0.24,0.08,0.02,0.08,0.03,0,0.1,0,0
"STRC",0.05,0,0,0,0,0,0.1,0.03,0.14,0.03,0.03,0,0.06
"CATSPER2",1.03,4.87,0.61,0.68,2.59,3.31,1.47,2.49,8.29,2.86,2.65,1.64,2.78
"CKMT1A",0.01,0.19,0,0,0.24,0.02,0.02,0.03,0,0,0,0.05,0
"PDIA3",50.78,77.62,55.36,54.44,79.06,71.42,59.44,76.05,77.82,70.86,74.7,78.55,55.63
"ELL3",0.21,0.09,0.1,0.23,0.71,0.12,0.15,0.13,0.27,0.25,0.29,0.28,0.06
"SERF2",86.78,96.72,94.08,88.15,96.71,93.57,86.49,91.85,90.79,96.37,97.55,95.04,91.53
"SERINC4",0.12,0.19,0.1,0.23,0.24,0.17,0.17,0.13,0.27,0.15,0.23,0.09,0.13
"HYPK",2.12,7.68,2.45,3.64,4.71,4.24,5.29,3,4.33,3.02,5.72,3.65,4.74
"MFAP1",9.66,22.85,15.53,9.34,27.76,19.3,14.44,21.94,26.32,17.48,20.1,22.48,15.99
"WDR76",1.24,4.03,1.23,1.14,19.06,2.32,2.17,3.22,4.55,2,2.97,2.95,3.22
"FRMD5",0.06,0.09,0.1,0.91,0,0.41,0.1,0.25,1.06,0.25,0.23,0.09,0.25
"CASC4",12.99,37.27,18.49,14.81,31.76,27.8,16.56,33.42,41.54,25.29,26.71,26.56,20.35
"CTDSPL2",8.58,25.28,10.42,10.02,34.12,20.41,13.04,27.4,38.53,17.32,17.62,21.69,17.95
"EIF3J-DT",3.72,10.3,5.72,2.73,10.82,9.06,7.92,11.78,16.57,8.34,7.75,9.93,9.99
"EIF3J",25.61,51.31,25.84,25.51,60.71,42.19,30.37,51.35,59.49,38,45.08,54.24,32.68
"SPG11",6.97,21.25,5.92,10.48,14.59,17.89,11.14,21.13,32.44,15.63,13.08,16.44,15.74
"PATL2",0.72,2.9,0.61,1.37,1.18,1.57,1.72,1.9,5.25,1.11,2.19,1.36,5.18
"B2M",99.34,99.91,100,99.77,100,99.79,99.8,99.49,99.32,99.97,100,99.67,99.81
"TRIM69",8.81,26.78,8.27,10.93,21.41,18.01,19.16,13.46,25.26,14.95,21.87,14.29,13.91
"SORD",2.86,7.02,2.04,3.19,2.82,3.91,3.1,4.47,2.76,3.48,3.5,3.23,2.47
"DUOX1",0.63,3.18,2.66,0.23,1.41,1.72,1.1,2.87,3.28,0.92,1.27,1.08,1.26
"SHF",1.19,7.02,2.96,1.59,1.88,3.37,2.8,4.39,7.77,3.69,4.15,4.73,2.4
"GATM",2.22,9.83,0.41,5.24,1.65,2.63,3.9,1.04,1.35,1.97,3.01,1.55,1.77
"SPATA5L1",2.12,5.06,2.76,1.14,5.65,3.7,2.4,5,6.26,3.2,3.2,4.59,4.05
"C15orf48",1.61,4.03,1.94,0.68,2.82,2.77,1.82,1.22,1.27,2,1.67,2.11,3.73
"SLC30A4",2.94,5.43,2.66,4.1,7.29,6.41,3.97,6.88,9.48,6.15,5.98,5.48,3.35
"BLOC1S6",12.3,31.74,16.04,12.98,33.41,24.05,17.66,29.71,33.14,22.4,29.58,27.12,19.97
"SQOR",4.39,7.4,10.21,6.38,13.18,11.02,7.59,12.24,14.49,9.85,8.66,10.4,10.24
"SEMA6D",3.53,11.8,2.96,4.33,4,7.71,4.17,15.82,17.01,4.4,5.17,8.85,3.67
"SLC24A5",0,0.09,0,0,0,0.14,0.02,0.03,0,0.03,0,0,0.06
"MYEF2",2.41,5.52,5.41,0.91,3.76,10.13,1.67,2.21,2.65,3.75,3.76,2.72,3.92
"SLC12A1",0.04,1.22,0,0,0,0.19,0.37,0.23,0.38,0.09,0.33,0.05,0.13
"DUT",35.83,65.26,37.18,31.89,77.88,53.38,40.21,46.7,51.37,52.71,62.28,55.69,36.92
"FBN1",16.2,42.51,22.27,17.54,48.24,48.48,11.76,46.22,58.08,41.88,32.69,41.45,14.16
"CEP152",2.09,5.71,0.31,2.28,16.71,5.11,2.3,5.99,7.77,4.49,3.79,4.82,5.06
"SHC4",0.22,1.12,0,0,0.47,0.41,0.17,1.07,0.43,0.15,0.13,0.47,0.32
"EID1",59.16,86.05,70.28,61.05,78.59,78.74,61.64,78.14,78.26,81.85,83.72,80.94,59.23
"SECISBP2L",14.22,38.01,16.04,12.53,29.65,32.1,19.76,42.03,40.62,25.08,27.85,31.29,23.32
"COPS2",17.85,40.45,21.35,18.45,36.47,29.58,24.38,32.66,43.62,31.54,38.31,32.74,24.78
"GALK2",6.17,18.26,6.84,6.61,10.82,11.07,10.74,16.15,27.16,11.97,11.96,13.86,9.61
"FAM227B",1.1,4.31,1.84,0.68,2.12,2.21,1.6,3.28,6.36,1.97,2.39,2.72,2.21
"FGF7",0.8,13.86,0.82,2.05,0.47,1.14,1.5,1.02,2.3,1.2,1.41,0.47,1.71
"DTWD1",8.97,25.66,16.04,10.48,18.59,17.75,11.49,20.64,24.51,15.26,15.14,19.95,9.23
"ATP8B4",0.23,1.78,0.41,1.37,0.94,0.77,0.12,0.46,1.11,0.25,0.23,0.28,2.15
"SLC27A2",0.27,0.56,0.92,0.23,0,0.21,0.2,0.25,0.14,0.12,0.1,0.05,0.95
"HDC",0.14,0.37,0,0,0,0.1,0.1,0.08,0.16,0.06,0.29,0.05,0.88
"GABPB1",10.02,29.31,10.21,9.11,22.35,16.26,11.36,15.49,24.53,13.88,20.17,19.86,16.31
"GABPB1-IT1",3.17,5.62,3.78,1.14,14.12,7.38,2.45,17.95,8.58,4.65,3.63,14.33,6.7
"GABPB1-AS1",7.87,25.66,8.89,7.29,18.59,12.68,12.69,20.7,22.2,13.88,19.29,19.16,17.13
"USP8",16.31,45.6,20.43,18.91,32.71,32.72,23.55,42.56,48.17,28.71,32.49,36.3,29.01
"USP50",0.05,0.56,0,0,0.24,0.25,0.2,0.28,1.71,0.15,0.33,0.28,0.13
"TRPM7",6.53,21.54,8.48,9.34,20.71,17.37,10.19,22.88,39.13,16.34,15.99,16.77,19.79
"SPPL2A",17.9,43.91,25.74,23.23,51.29,35.04,26.75,43.37,49.28,30.52,36.68,41.36,29.01
"AP4E1",2.49,7.96,3.06,2.96,8.71,6.08,3.1,10.21,12.84,5.2,4.25,7.21,6.07
"MIR4713HG",0.02,0.19,0.1,0.23,0,0.14,0.05,0.15,1.73,0.18,0.2,0.19,0.25
"TNFAIP8L3",1.34,2.43,13.79,1.82,8.47,0.23,1.52,2.44,9.99,4.34,4.81,4.87,0.95
"CYP19A1",0.02,0,0,0,0,0.04,0,0.1,0.11,0,0.03,0.14,0
"GLDN",0.39,4.96,0,0,0.47,2.07,0.52,0.38,0.57,0.03,0.1,0.14,0.25
"DMXL2",2.59,8.99,3.47,3.64,7.06,6.27,3.4,11.48,12.81,4.86,5.1,7.87,5.25
"SCG3",0.09,0.09,7.97,0.46,0.24,0.08,0.15,0.1,0.27,0.43,0.59,0.19,0
"LYSMD2",18.91,33.61,16.96,16.86,33.18,23.23,23.33,36.49,25.75,24.34,29.32,35.5,22.38
"TMOD2",10.55,18.91,14.71,10.25,20.47,10.71,11.59,42.46,25.07,11.45,12.26,29.41,8.98
"TMOD3",35.3,59.64,33.2,38.27,63.53,64.43,44.68,69.68,78.15,57.38,61.75,64.59,39.25
"LEO1",6.6,16.39,7.66,7.52,25.41,11.85,8.52,19.1,20.15,12.09,13.21,15.88,10.94
"MAPK6",7.06,22.75,9.6,7.52,23.53,16.71,11.64,21.46,35.82,12.71,15.99,19.44,14.03
"GNB5",3.5,14.98,12.46,6.61,8,7.4,5.22,7.01,10.75,10.25,11.21,6.37,9.86
"CERNA1",0.13,0.37,0.2,0,0.24,0.62,0.15,0.61,2.11,0.71,0.33,0.37,0.95
"MYO5C",9.76,18.45,11.24,7.97,21.18,21.05,9.77,19.86,39.29,24.92,21.51,22.53,7.4
"MYO5A",9.11,18.26,8.68,7.74,40.94,21.01,7.99,33.75,46.82,20.06,18.6,37.94,16.31
"ARPP19",24.29,49.72,25.64,25.97,62.12,43.54,30.14,49.39,47.79,33.23,41.12,46.65,34.51
"FAM214A",11.46,30.52,8.89,13.44,21.65,31.69,16.76,44.72,47.39,16.89,20.14,29.84,21.87
"ONECUT1",0.09,0.09,0,0.23,0.24,0.14,0,0,0.05,0,0,0.09,0
"WDR72",0.16,2.9,0,0.23,0.94,0.12,0.1,0.18,0.24,0.15,0.26,0.23,0.06
"UNC13C",0.04,0.94,0.1,0,0,0.08,0,0.2,0.16,0.06,0.07,0.05,0.06
"RSL24D1",28.07,58.24,36.87,30.3,48.71,40.66,35.59,38.88,51.5,44.95,59.17,46.93,41.97
"RAB27A",8.72,23.78,11.64,10.25,24.24,19.86,15.76,15.06,35.01,28.46,35.86,14.89,26.49
"PIGBOS1",7.56,18.45,7.15,7.97,18.12,13.84,8.94,14.5,13.95,11.26,10,14.43,6.89
"PIGB",2.07,4.87,2.76,2.05,3.29,4.78,2.27,3.86,7.04,4.43,3.86,3.09,3.67
"CCPG1",27.9,52.9,22.27,29.38,44.24,48.81,31.52,56.88,50.85,40.09,41.61,47.12,27.81
"C15orf65",1.89,3.65,1.63,0.91,4.94,3.47,2.4,3.73,3.87,2.92,2.84,4.31,1.83
"DNAAF4",1.75,2.81,2.66,1.59,6.59,3.87,2.2,5.23,7.8,4.15,2.42,4.4,1.96
"PYGO1",0.12,2.53,0.1,0,0.47,0.31,0.35,0.58,1.22,0.65,0.56,0.37,0.06
"PRTG",2.69,8.33,0.51,5.24,10.35,2.63,4.7,11.4,22.04,9.17,7.68,7.96,3.86
"NEDD4",10.96,25.94,10.93,16.17,28.94,24.43,19.33,39.26,51.96,23.78,23.05,29.41,16.75
"RFX7",3.55,14.04,3.88,5.24,11.29,13.63,6.24,18.77,31.71,10.18,8.6,13.02,10.24
"TEX9",2.18,6.18,0.92,0.68,5.65,4.55,1.52,8.46,6.36,1.54,1.57,7.63,2.02
"MNS1",0.88,4.21,1.43,2.28,13.88,1.41,1.12,1.75,3.79,1.17,1.67,1.73,0.82
"ZNF280D",15.25,35.39,12.87,10.71,33.18,28.48,17.98,42.33,42.78,26.49,25.73,29.84,16.5
"TCF12",15.24,40.54,14.81,22.1,36.47,40.23,21.18,53.12,77.39,30.55,31.48,41.22,26.74
"CGNL1",3.19,8.71,12.56,1.14,7.53,16.84,3.75,3.1,4.79,6.31,3.96,5.34,3.98
"MYZAP",1.56,5.34,10.62,6.83,2.82,3.27,10.46,0.86,1.98,1.26,2.29,3.04,7.21
"GCOM1",0.51,1.5,4.8,0.68,0.47,1.51,3.5,0.58,1.57,0.34,0.75,0.94,3.22
"POLR2M",6.85,17.6,10.01,6.38,16.47,12.2,9.19,12.82,15.6,13.2,13.04,12.88,9.61
"ALDH1A2",0.9,2.9,6.95,0.68,3.53,1.65,1.22,2.21,8.69,9.11,8.53,1.08,0.95
"AQP9",0.46,0.94,0.2,2.28,0.71,0.5,0.67,0.48,0.51,0.25,0.23,0.66,1.71
"LIPC",0.2,0.56,1.43,0.46,0.24,0.23,0.2,0.25,0.84,0.25,0.1,0.47,0.25
"ADAM10",24.69,45.97,43.72,23.46,54.35,47.51,31.24,66.46,66.8,39.75,40.24,59.44,33.5
"MINDY2",7.22,18.35,14.81,6.15,23.29,19.79,12.71,34.23,31.17,13.85,13.04,23.33,17.83
"RNF111",5.4,18.63,6.44,7.97,15.53,14.93,7.92,22.09,35.47,11.57,12.95,16.77,11.5
"SLTM",25.09,55.52,28.6,28.02,52.94,44.59,31.52,53.61,62.74,40.65,45.77,50.59,41.85
"CCNB2",0.33,0.66,0.2,0,37.18,0.56,0.12,0.76,1.41,0.4,0.36,0.7,0.51
"MYO1E",13.25,37.92,5.72,10.48,31.53,43.1,18.76,47.46,60.3,27.91,39.65,38.45,15.87
"FAM81A",0.15,3.37,0,0.46,2.12,1.16,0.12,1.68,2.95,0.4,0.36,0.61,0.32
"GCNT3",0.09,0.28,0,0,0,0.02,0.05,0.08,0.19,0.12,0.2,0.19,0.06
"GTF2A2",28.65,57.02,37.28,26.65,57.88,45.44,34.14,40.86,42.22,40.28,53.12,48.76,34.07
"BNIP2",29.28,54.49,27.37,33.94,54.82,53.9,38.69,56.27,61.63,48.62,58.29,52.74,35.02
"FOXB1",0.01,0.09,0,0,0,0.02,0.05,0,0,0,0.1,0.09,0
"ANXA2",70.31,84.93,93.05,74.72,89.65,84.74,59.32,84.43,89.3,90.22,90.68,89.32,57.21
"ICE2",7.8,22,11.44,9.11,18.35,18.41,13.74,21.89,31.22,20.31,19.48,18.45,15.68
"RORA-AS1",0.33,2.81,0.31,0.91,1.41,2.38,1.15,3.07,16.22,1.88,2.68,2.95,3.54
"RORA",12.96,36.61,16.14,18.45,36.24,23.99,17.76,40.48,72.65,32.74,38.38,40.8,43.87
"VPS13C",18.49,43.54,28.91,22.32,40,41.63,31.67,50.69,64.09,37.14,37.59,39.2,39.19
"C2CD4A",0.13,0.47,1.53,0.46,0,0.48,0.47,0.03,0.79,0.65,2.97,0.19,0.51
"C2CD4B",7.36,21.54,14.2,10.93,13.18,20.25,20.13,10.94,25.62,15.78,47.5,16.39,8.98
"TLN2",2.59,11.33,1.53,5.47,5.65,15.31,2.8,7.01,24.78,12.43,10.76,5.06,2.53
"TPM1",31.81,78.37,18.18,23.23,51.29,47.05,41.01,48.3,44.22,34.86,41.71,48.57,27.37
"TPM1-AS",0.05,0.37,0,0,0.24,0.1,0.47,0.13,0.05,0.18,0.2,0.14,0.63
"LACTB",7.22,26.69,11.13,8.66,18.35,16.26,15.16,15.01,27.84,13.69,25.76,17.47,13.15
"RAB8B",10.09,27.34,17.26,18.91,26.35,15.86,18.01,27.32,47.9,22.95,26.45,23.47,34.96
"APH1B",5.14,13.95,13.99,5.92,12,5.58,6.37,8.33,14.51,10.77,13.31,10.44,7.52
"CA12",0.7,4.12,0.2,0.91,1.18,1.28,0.52,0.94,0.97,0.92,0.85,1.22,0.38
"USP3",8.58,22.66,10.01,7.74,25.65,21.16,11.41,26.79,44.3,18.34,20.37,24.45,22.38
"USP3-AS1",0.45,3.37,0,0.46,2.12,3.21,0.92,3.94,12.43,1.94,2.22,2.25,3.92
"FBXL22",0.43,1.97,0.2,0.23,1.88,0.97,0.72,1.17,1.9,0.65,1.24,1.03,1.58
"HERC1",14.29,37.83,14.3,20.27,40.71,39.48,21.38,52.16,65.31,22.62,24.58,45.39,33.94
"DAPK2",1.85,9.27,3.68,2.51,4.47,3.14,2.7,8.05,9.07,0.95,1.83,9.13,5.06
"CIAO2A",3.6,5.34,4.39,1.59,24.94,6.35,2.92,13.99,8.42,5.23,4.32,11.85,5.18
"SNX1",14.45,35.02,18.9,17.54,30.82,27.4,18.41,29.61,39.89,24.98,30.57,26.74,19.22
"SNX22",0.76,1.22,0.92,0.23,1.65,0.77,0.57,1.09,0.57,0.77,0.75,1.17,0.95
"PPIB",61.61,84.93,65.78,62.87,82.82,74.77,62.66,78.44,75.87,79.26,83.23,85.34,61.63
"CSNK1G1",5.37,14.33,5.21,4.56,20.47,10.55,7.69,18.82,17.14,9.02,10.17,14.05,9.04
"PCLAF",0.59,0.84,0.41,0.23,54.35,0.66,0.55,1.8,2.57,0.4,0.46,2.86,1.71
"TRIP4",5.16,12.55,6.84,3.42,11.06,10.16,6.49,11.88,15.08,7.69,10.43,12.18,7.71
"ZNF609",6.36,24.53,7.35,7.52,21.18,19.11,9.72,27.83,44.16,14.86,16.15,19.34,15.17
"OAZ2",27.55,55.43,23.29,23.69,36.47,50.22,26.6,52.69,36.47,28.49,35.7,43.09,23.7
"RBPMS2",0.95,12.73,1.33,0.23,4.24,1.34,0.9,2.36,1.54,1.05,1.14,2.72,1.33
"PIF1",0.52,2.15,1.23,0.23,8.24,0.41,0.4,1.93,0.81,0.43,0.56,1.22,1.07
"PLEKHO2",11.21,25,18.39,14.81,29.65,12.47,16.08,26.92,32.44,19.54,29.72,31.48,11.06
"ANKDD1A",2.24,8.9,10.11,2.96,6.59,4.43,4.42,7.59,18.6,5.02,6.86,6.14,2.97
"SPG21",17.54,35.49,21.35,13.67,32.94,25.13,18.88,27.15,29.73,28.25,36.02,32.46,16.37
"MTFMT",3.2,9.08,5.31,3.64,7.06,6.35,4.02,6.86,8.67,5.94,6.21,8.38,3.98
"SLC51B",0.35,0.84,0,0.23,0,0.12,1.07,0.05,0.35,1.35,1.8,0,0.06
"RASL12",0.18,15.92,0.1,0.46,0,0.21,0.3,0.05,0.16,0.12,0.26,0.23,0.19
"UBAP1L",0.48,2.43,2.76,1.37,1.18,1.39,0.7,2.34,4.33,0.95,1.47,0.98,1.64
"PDCD7",10.81,30.34,10.62,13.21,32,21.37,16.88,24.71,31.41,20.06,24.81,25.2,19.09
"CLPX",6.64,16.1,9.5,5.01,19.06,14.54,8.94,20.26,21.2,12.74,13.34,15.46,10.49
"PARP16",1.79,4.49,2.25,1.37,4.94,3.52,2.22,3.1,5.44,4.37,5.59,2.86,3.03
"IGDCC3",0.05,0.37,0.2,0,0,0.29,0,0.05,0.05,0,0.03,0.09,0.13
"IGDCC4",0.05,0.66,0,0,0.24,0.12,0.02,0.25,0.22,0.09,0.13,0.19,0.13
"DPP8",13.66,32.21,10.42,15.03,35.76,29.8,17.43,35.12,35.69,23.88,24.71,31.43,19.53
"HACD3",19.7,41.85,18.49,20.5,51.06,34.85,21.8,37.89,38.4,31.82,34.72,39.91,18.71
"INTS14",3.14,5.9,5.11,2.73,16.24,7.69,4.72,12.27,12.92,6.71,5.72,10.02,6.13
"SLC24A1",2.41,7.4,25.84,3.42,9.65,3.85,2.72,6.75,11.97,6,5.03,5.71,3.67
"DENND4A",6.79,29.4,12.67,10.02,24.47,20.54,15.63,29.71,59,18.83,26.19,23.65,28.89
"RAB11A",49.83,72.94,76.81,47.84,79.06,57.58,62.04,67.01,78.31,75.08,81.46,73.07,49.37
"MEGF11",0.22,0.84,0,0,0.24,0.41,0.4,0.23,2.84,0.77,1.11,0.23,0.38
"DIS3L",3.5,8.43,3.88,2.51,12.24,8.58,3.75,9.14,10.97,6.31,6.08,9.74,5.63
"TIPIN",3.44,9.55,3.78,2.73,12,4.94,3.77,5.33,7.47,4.74,6.7,7.73,4.93
"MAP2K1",9.84,27.53,7.87,8.2,23.76,17.23,11.74,26.76,31.33,12.09,17.13,25.2,18.96
"SNAPC5",8.69,21.35,12.26,9.57,17.18,14.02,10.24,12.49,15.46,14.55,16.35,14.38,9.48
"ZWILCH",2.13,5.06,3.27,2.51,26.12,4.32,2.72,4.24,7.2,4.28,5.2,5.34,4.11
"LCTL",0.06,0.37,0,0.23,0,0.12,0,0.15,0.08,0.12,0.07,0.23,0.06
"SMAD6",6.96,16.76,0.61,8.43,11.06,28.89,15.86,24.96,20.36,9.97,9.06,10.82,12.26
"SMAD3",6.18,19.57,5.72,6.61,27.76,20.87,7.82,18.36,38.26,15.2,22.1,17.56,13.59
"AAGAB",5.4,12.55,5.21,4.1,13.18,11.85,5.69,10.92,14.87,10.03,11.25,10.54,8.66
"IQCH",0.36,1.59,0.2,0.91,0.94,1.47,0.62,1.78,5.09,1.08,0.78,1.5,1.14
"IQCH-AS1",0.84,4.12,1.33,0.91,2.59,2.15,1.82,2.62,3.98,1.57,1.34,2.86,2.15
"C15orf61",9.84,23.13,9.4,5.47,21.65,12.51,13.71,14.37,12.92,12.92,16.97,17.52,14.16
"MAP2K5",4.73,13.67,5.01,5.69,9.65,13.11,7.29,15.59,32.22,10.03,9.87,12.13,8.6
"SKOR1",0.12,0.47,0.2,0.23,1.41,0.14,0.15,0.25,0.54,0.22,0.16,0.33,0
"PIAS1",17.13,37.08,15.02,16.63,24.24,29.6,26.3,34.89,50.96,30.83,32.69,26.7,27.62
"CALML4",5.6,5.43,2.96,5.92,8.94,3.08,4.6,5.08,6.77,16.95,17,5.53,2.34
"CLN6",4.44,9.08,5.31,3.64,18.59,5.03,4,6.53,5.12,7.23,9.25,8.29,2.78
"FEM1B",7.77,22.28,9.09,12.3,22.35,15.24,11.29,21.97,23.94,15.2,16.84,19.81,13.53
"ITGA11",0.2,5.62,0.1,0.68,2.82,0.66,0.32,0.84,1.33,0.52,0.33,0.66,0.44
"CORO2B",0.45,3.65,0.1,0.46,1.88,0.56,2.27,3.48,1.73,0.4,0.52,2.15,1.77
"ANP32A",23.17,46.91,29.21,23.01,53.88,40.33,28.05,44.87,45.92,32.49,37.82,47.17,28.57
"SPESP1",2.57,4.87,1.02,1.14,3.53,2.3,2.65,4.82,3.38,2.31,2.78,2.48,1.58
"NOX5",0.99,1.4,0,0,0.71,0.37,1.15,4.14,0.73,0.12,0.16,1.97,0.13
"EWSAT1",0.2,0.19,0,0.23,0.47,0.08,0.15,0.51,0.24,0.43,0.2,0.33,0.06
"GLCE",8.21,14.7,2.96,6.15,20.47,9.68,9.62,24.15,23.91,15.85,15.63,21.12,10.18
"PAQR5",0.09,0.47,0,0,0.24,0.48,0.25,0.15,0.3,0.37,0.2,0.14,0.32
"KIF23",0.13,0.66,0,0,27.53,0.21,0.17,0.15,0.6,0.09,0.23,0.28,0.7
"RPLP1",94.26,99.16,98.06,97.04,98.59,97.56,94.11,96.47,97.45,98.83,99.35,98.27,99.05
"DRAIC",0.19,1.12,0,0.23,0.94,0.52,0.25,0.61,1.38,0.37,0.39,0.37,1.14
"TLE3",9.1,24.63,3.58,8.66,22.35,16.98,12.61,26.1,27.57,14.55,19.48,24.12,17.13
"SALRNA2",0.14,0.47,0.2,0,0,0.25,0.45,0.13,0.35,0.28,0.49,0.23,0.06
"UACA",37.02,73.97,28.91,29.16,58.82,69.37,44.48,78.54,72.19,41.6,44.75,67.4,34.51
"LARP6",4.69,16.95,6.44,4.1,15.53,7.32,8.09,5.87,12.78,11.08,17.88,10.4,4.68
"LRRC49",2.83,9.83,3.68,2.96,5.88,9.97,5.94,9.88,15.76,5.88,7.03,5.95,4.99
"THAP10",1.18,3.09,1.23,2.05,5.88,2.11,1.65,2.06,2.36,1.75,3.04,2.3,1.01
"THSD4",2.44,9.27,9.3,0.68,7.53,12.47,5.64,6.22,10.7,5.32,3.79,6.37,4.3
"CT62",0.02,0,0,0,0,0.02,0.02,0.03,0,0,0,0.05,0
